,Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers,-log10(pValue)
923,R-DRE-171007,p38MAPK events,1,13,0.0012737605330197,0.8114543910854589,0.9976233031343844,1,2,0.0002722570106180234,7955,Danio rerio,KRAS,,R-DRE-170986,0.09073588527282009
924,R-DRE-6785807,Interleukin-4 and Interleukin-13 signaling,1,13,0.0012737605330197,0.8114543910854589,0.9976233031343844,5,13,0.0017696705690171,7955,Danio rerio,JAK1,,R-DRE-6786096;R-DRE-6786095;R-DRE-6786124;R-DRE-6786058;R-DRE-6786072,0.09073588527282009
925,R-DRE-77352,Beta oxidation of butanoyl-CoA to acetyl-CoA,1,13,0.0012737605330197,0.8114543910854589,0.9976233031343844,1,3,0.00040838551592703513,7955,Danio rerio,ECHS1,,R-DRE-77314,0.09073588527282009
926,R-DRE-110056,MAPK3 (ERK1) activation,1,13,0.0012737605330197,0.8114543910854589,0.9976233031343844,1,4,0.0005445140212360468,7955,Danio rerio,JAK1,,R-DRE-109857,0.09073588527282009
927,R-DRE-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,1,13,0.0012737605330197,0.8114543910854589,0.9976233031343844,1,4,0.0005445140212360468,7955,Danio rerio,CHEK2,,R-DRE-75809,0.09073588527282009
928,R-HSA-9013106,RHOC GTPase cycle,5,79,0.0052172764496103,0.8115951786797864,0.9582515491555914,2,6,0.0004306632213608958,9606,Homo sapiens,BCR;ANLN;ROCK2;MYO9B;ARHGAP26,,R-HSA-9013111;R-HSA-9013110,0.0906605415782969
929,R-DRE-189200,Cellular hexose transport,2,24,0.0023515579071134,0.8125763320774215,0.9976233031343844,2,16,0.0021780560849441,7955,Danio rerio,SLC45A3;SLC5A1,,R-DRE-429613;R-DRE-8875902,0.09013583152704328
930,R-SSC-1236394,Signaling by ERBB4,4,43,0.0043008601720344,0.8131880909893694,0.9921970602113253,4,25,0.0033346672002134,9823,Sus scrofa,NCSTN;KRAS;ESR1;EGFR,,R-SSC-1250383;R-SSC-1254386;R-SSC-1977959;R-SSC-1251997,0.08980899016124114
931,R-HSA-6802957,Oncogenic MAPK signaling,6,93,0.0061418570862501,0.8132172397427198,0.9582515491555914,39,46,0.0033017513637668,9606,Homo sapiens,DUSP10;KSR1;KRAS;DUSP9,,R-HSA-9656211;R-HSA-6802919;R-HSA-6802918;R-HSA-9656209;R-HSA-9652816;R-HSA-9651280;R-HSA-6802916;R-HSA-9656215;R-HSA-6802915;R-HSA-9656214;R-HSA-6802914;R-HSA-6803234;R-HSA-9656213;R-HSA-6803233;R-HSA-9656212;R-HSA-6802912;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802922;R-HSA-6802921;R-HSA-6803240;R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-8936731;R-HSA-6802932;R-HSA-6802943;R-HSA-6802942;R-HSA-6802941;R-HSA-6802937;R-HSA-8936676;R-HSA-6802837;R-HSA-6802834;R-HSA-6802911;R-HSA-6803230;R-HSA-6802910;R-HSA-6802908;R-HSA-6803227,0.08979342314052795
932,R-CFA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,2,23,0.0023664986109682,0.8153307744871868,0.9928297628453584,3,8,0.0010797678499122,9615,Canis familiaris,KRAS;EGFR,,R-CFA-2179387;R-CFA-2179407;R-CFA-2179415,0.08866616501347425
933,R-HSA-190236,Signaling by FGFR,7,107,0.0070664377228899,0.8160125716637046,0.9582515491555914,45,142,0.0101923629055412,9606,Homo sapiens,PPP2R1A;KRAS;FGFR2,,R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-5654677;R-HSA-1295632;R-HSA-5654608;R-HSA-5654622;R-HSA-190408;R-HSA-5654620;R-HSA-5654618;R-HSA-5654426;R-HSA-190413;R-HSA-5654406;R-HSA-5654407;R-HSA-5654663;R-HSA-934559;R-HSA-5654404;R-HSA-5654402;R-HSA-5654147;R-HSA-1295622;R-HSA-5654607;R-HSA-5654159;R-HSA-5654605;R-HSA-5654157;R-HSA-5654413;R-HSA-5654603;R-HSA-5654600;R-HSA-5654729;R-HSA-5654647;R-HSA-8941613;R-HSA-5654399;R-HSA-1295609;R-HSA-5654397;R-HSA-1549564;R-HSA-5654392;R-HSA-1295613;R-HSA-190258;R-HSA-5654562;R-HSA-8941628;R-HSA-190260;R-HSA-8941618;R-HSA-5654701;R-HSA-1295599;R-HSA-5654697;R-HSA-8941623,0.08830315036119087
934,R-CFA-1236394,Signaling by ERBB4,4,42,0.0043214322461158,0.8160458803293019,0.9928297628453584,4,23,0.0031043325684977,9615,Canis familiaris,NCSTN;KRAS;ESR1;EGFR,,R-CFA-1977959;R-CFA-1251997;R-CFA-1254386;R-CFA-1250383,0.08828542333719507
935,R-HSA-5654743,Signaling by FGFR4,3,51,0.0033681151763307,0.8163888057912794,0.9582515491555914,10,41,0.0029428653459661,9606,Homo sapiens,PPP2R1A;KRAS,,R-HSA-5654663;R-HSA-934559;R-HSA-1295632;R-HSA-8941613;R-HSA-1295622;R-HSA-1295609;R-HSA-1549564;R-HSA-5654426;R-HSA-1295599;R-HSA-1295613,0.0881029589001209
936,R-XTR-8847993,ERBB2 Activates PTK6 Signaling,1,11,0.0012960999175209,0.8168949452469149,0.9971887447023138,2,2,0.0003264240248082259,8364,Xenopus tropicalis,EGFR,,R-XTR-8847995;R-XTR-8848005,0.08783379124379335
937,R-XTR-113501,Inhibition of replication initiation of damaged DNA by RB1/E2F1,1,11,0.0012960999175209,0.8168949452469149,0.9971887447023138,1,2,0.0003264240248082259,8364,Xenopus tropicalis,PPP2R1A,,R-XTR-113503,0.08783379124379335
938,R-XTR-113510,E2F mediated regulation of DNA replication,1,11,0.0012960999175209,0.8168949452469149,0.9971887447023138,1,2,0.0003264240248082259,8364,Xenopus tropicalis,PPP2R1A,,R-XTR-113503,0.08783379124379335
939,R-XTR-418457,cGMP effects,1,11,0.0012960999175209,0.8168949452469149,0.9971887447023138,1,2,0.0003264240248082259,8364,Xenopus tropicalis,ITPR1,,R-XTR-418442,0.08783379124379335
940,R-XTR-416700,Other semaphorin interactions,1,11,0.0012960999175209,0.8168949452469149,0.9971887447023138,2,5,0.0008160600620205648,8364,Xenopus tropicalis,PLXND1,,R-XTR-416690;R-XTR-416683,0.08783379124379335
941,R-XTR-425986,Sodium/Proton exchangers,1,11,0.0012960999175209,0.8168949452469149,0.9971887447023138,1,4,0.0006528480496164518,8364,Xenopus tropicalis,SLC9A6,,R-XTR-425983,0.08783379124379335
942,R-HSA-68962,Activation of the pre-replicative complex,2,36,0.0023774930656452,0.8173344982925717,0.9582515491555914,7,9,0.0006459948320413437,9606,Homo sapiens,MCM8;ORC3L,,R-HSA-68960;R-HSA-68914;R-HSA-68917;R-HSA-68916;R-HSA-68919;R-HSA-68918;R-HSA-68940,0.08760016986634175
943,R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),2,36,0.0023774930656452,0.8173344982925717,0.9582515491555914,6,16,0.0011484352569623,9606,Homo sapiens,GNB2;GNB3,,R-HSA-396996;R-HSA-397891;R-HSA-114552;R-HSA-396941;R-HSA-397835;R-HSA-114558,0.08760016986634175
944,R-HSA-5654716,Downstream signaling of activated FGFR4,2,36,0.0023774930656452,0.8173344982925717,0.9582515491555914,3,23,0.0016508756818834,9606,Homo sapiens,KRAS,,R-HSA-5654663;R-HSA-8941613;R-HSA-5654426,0.08760016986634175
945,R-HSA-9008059,Interleukin-37 signaling,2,36,0.0023774930656452,0.8173344982925717,0.9582515491555914,1,14,0.001004880849842,9606,Homo sapiens,PTPN23,,R-HSA-9008894,0.08760016986634175
946,R-HSA-2424491,DAP12 signaling,2,36,0.0023774930656452,0.8173344982925717,0.9582515491555914,1,17,0.0012202124605225,9606,Homo sapiens,KRAS,,R-HSA-2424477,0.08760016986634175
947,R-MMU-8847993,ERBB2 Activates PTK6 Signaling,1,14,0.0012979788614871,0.8173453290935426,0.9874282648238504,2,2,0.000244081034903588,10090,Mus musculus,EGFR,,R-MMU-8848005;R-MMU-8847995,0.08759441490807096
948,R-MMU-432047,Passive transport by Aquaporins,1,14,0.0012979788614871,0.8173453290935426,0.9874282648238504,4,6,0.000732243104710764,10090,Mus musculus,AQP7,,R-MMU-507868;R-MMU-507871;R-MMU-507869;R-MMU-507870,0.08759441490807096
949,R-MMU-111447,Activation of BAD and translocation to mitochondria ,1,14,0.0012979788614871,0.8173453290935426,0.9874282648238504,2,4,0.000488162069807176,10090,Mus musculus,YWHAE,,R-MMU-139899;R-MMU-139906,0.08759441490807096
950,R-MMU-2142688,Synthesis of 5-eicosatetraenoic acids,1,14,0.0012979788614871,0.8173453290935426,0.9874282648238504,1,2,0.000244081034903588,10090,Mus musculus,PON3,,R-MMU-8932633,0.08759441490807096
951,R-MMU-70688,Proline catabolism,1,14,0.0012979788614871,0.8173453290935426,0.9874282648238504,1,3,0.000366121552355382,10090,Mus musculus,ALDH4A1,,R-MMU-70679,0.08759441490807096
952,R-MMU-416700,Other semaphorin interactions,1,14,0.0012979788614871,0.8173453290935426,0.9874282648238504,2,7,0.000854283622162558,10090,Mus musculus,PLXND1,,R-MMU-416690;R-MMU-416683,0.08759441490807096
953,R-MMU-425381,Bicarbonate transporters,1,14,0.0012979788614871,0.8173453290935426,0.9874282648238504,1,4,0.000488162069807176,10090,Mus musculus,SLC4A5,,R-MMU-425483,0.08759441490807096
954,R-RNO-9706574,RHOBTB GTPase Cycle,3,35,0.003375446041084,0.8175212067079148,0.9907144498866054,2,4,0.000506393214330928,10116,Rattus norvegicus,SPEN;HSP90AB1;ROCK2,,R-RNO-9018785;R-RNO-9018778,0.08750097281229845
955,R-SSC-141334,PAOs oxidise polyamines to amines,1,13,0.0013002600520104,0.8178906441070264,0.9921970602113253,2,3,0.0004001600640256103,9823,Sus scrofa,PAOX,,R-SSC-141348;R-SSC-141351,0.08730475969755055
956,R-SSC-418457,cGMP effects,1,13,0.0013002600520104,0.8178906441070264,0.9921970602113253,1,2,0.0002667733760170735,9823,Sus scrofa,ITPR1,,R-SSC-418442,0.08730475969755055
957,R-SSC-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",1,13,0.0013002600520104,0.8178906441070264,0.9921970602113253,1,2,0.0002667733760170735,9823,Sus scrofa,MAT1A,,R-SSC-2408551,0.08730475969755055
958,R-SSC-168638,NOD1/2 Signaling Pathway,1,13,0.0013002600520104,0.8178906441070264,0.9921970602113253,1,3,0.0004001600640256103,9823,Sus scrofa,MAPK13,,R-SSC-1247960,0.08730475969755055
959,R-SSC-77352,Beta oxidation of butanoyl-CoA to acetyl-CoA,1,13,0.0013002600520104,0.8178906441070264,0.9921970602113253,1,3,0.0004001600640256103,9823,Sus scrofa,ECHS1,,R-SSC-77314,0.08730475969755055
960,R-SSC-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,1,13,0.0013002600520104,0.8178906441070264,0.9921970602113253,1,4,0.000533546752034147,9823,Sus scrofa,CHEK2,,R-SSC-75809,0.08730475969755055
961,R-SSC-376172,DSCAM interactions,1,13,0.0013002600520104,0.8178906441070264,0.9921970602113253,1,4,0.000533546752034147,9823,Sus scrofa,MAPK13,,R-SSC-451366,0.08730475969755055
962,R-SSC-6799990,Metal sequestration by antimicrobial proteins,1,13,0.0013002600520104,0.8178906441070264,0.9921970602113253,1,5,0.0006669334400426837,9823,Sus scrofa,LCN2,,R-SSC-5229273,0.08730475969755055
963,R-SSC-193692,Regulated proteolysis of p75NTR,1,13,0.0013002600520104,0.8178906441070264,0.9921970602113253,1,5,0.0006669334400426837,9823,Sus scrofa,NCSTN,,R-SSC-193682,0.08730475969755055
964,R-SSC-376176,Signaling by ROBO receptors,1,13,0.0013002600520104,0.8178906441070264,0.9921970602113253,1,5,0.0006669334400426837,9823,Sus scrofa,MYO9B,,R-SSC-8985594,0.08730475969755055
965,R-GGA-877300,Interferon gamma signaling,2,21,0.0023934351493047,0.8202053224145024,0.9974743987201626,13,14,0.0020609450905343,9031,Gallus gallus,STAT1;JAK1,,R-GGA-873924;R-GGA-997326;R-GGA-873926;R-GGA-9678561;R-GGA-877269;R-GGA-873927;R-GGA-873919;R-GGA-909552;R-GGA-873917;R-GGA-877281;R-GGA-873921;R-GGA-873918;R-GGA-873922,0.08607741684840121
966,R-GGA-912694,Regulation of IFNA/IFNB signaling,2,21,0.0023934351493047,0.8202053224145024,0.9974743987201626,3,4,0.0005888414544383925,9031,Gallus gallus,STAT1;JAK1,,R-GGA-997309;R-GGA-997311;R-GGA-997314,0.08607741684840121
967,R-GGA-6783589,Interleukin-6 family signaling,2,21,0.0023934351493047,0.8202053224145024,0.9974743987201626,20,28,0.0041218901810687,9031,Gallus gallus,STAT1;JAK1,,R-GGA-1067651;R-GGA-1112602;R-GGA-6783530;R-GGA-6784189;R-GGA-1112690;R-GGA-1112604;R-GGA-1112703;R-GGA-1112538;R-GGA-6784204;R-GGA-6783556;R-GGA-1112708;R-GGA-1067659;R-GGA-1112565;R-GGA-1112727;R-GGA-449976;R-GGA-1067688;R-GGA-1112755;R-GGA-1112510;R-GGA-1112587;R-GGA-1112514,0.08607741684840121
968,R-GGA-1250196,SHC1 events in ERBB2 signaling,2,21,0.0023934351493047,0.8202053224145024,0.9974743987201626,2,3,0.0004416310908287944,9031,Gallus gallus,PRKCE;EGFR,,R-GGA-1250195;R-GGA-8934446,0.08607741684840121
969,R-GGA-9013422,RHOBTB1 GTPase cycle,2,21,0.0023934351493047,0.8202053224145024,0.9974743987201626,1,2,0.00029442072721919626,9031,Gallus gallus,SPEN;ROCK2,,R-GGA-9018778,0.08607741684840121
970,R-BTA-189200,Cellular hexose transport,2,25,0.002394865408564,0.8204608923114045,0.9917786650805974,2,17,0.0021445691938942,9913,Bos taurus,SLC45A3;SLC5A1,,R-BTA-8875902;R-BTA-429613,0.08594211498642991
971,R-HSA-9603798,Class I peroxisomal membrane protein import,1,20,0.001320829480914,0.8227348476471867,0.9582515491555914,3,6,0.0004306632213608958,9606,Homo sapiens,PEX14,,R-HSA-9603784;R-HSA-9603775;R-HSA-9603804,0.08474010738522876
972,R-HSA-388844,Receptor-type tyrosine-protein phosphatases,1,20,0.001320829480914,0.8227348476471867,0.9582515491555914,2,6,0.0004306632213608958,9606,Homo sapiens,PTPRF,,R-HSA-6798258;R-HSA-388824,0.08474010738522876
973,R-MMU-9674555,Signaling by CSF3 (G-CSF),2,26,0.0024105321713332,0.8232390754691417,0.9874282648238504,3,3,0.000366121552355382,10090,Mus musculus,KRAS;JAK1,,R-MMU-9674816;R-MMU-9705738;R-MMU-9707977,0.08447402374383957
974,R-MMU-202040,G-protein activation,2,26,0.0024105321713332,0.8232390754691417,0.9874282648238504,5,6,0.000732243104710764,10090,Mus musculus,GNB2;GNB3,,R-MMU-112271;R-MMU-167429;R-MMU-167433;R-MMU-167408;R-MMU-167419,0.08447402374383957
975,R-MMU-6783589,Interleukin-6 family signaling,2,26,0.0024105321713332,0.8232390754691417,0.9874282648238504,25,33,0.0040273370759092,10090,Mus musculus,STAT1;JAK1,,R-MMU-6783681;R-MMU-6783556;R-MMU-449976;R-MMU-1067688;R-MMU-6783524;R-MMU-1067651;R-MMU-1112587;R-MMU-1112604;R-MMU-6784204;R-MMU-1067659;R-MMU-6783552;R-MMU-6784189;R-MMU-6783530;R-MMU-1112602;R-MMU-1112708;R-MMU-1112538;R-MMU-1112703;R-MMU-448660;R-MMU-1112727;R-MMU-1112755;R-MMU-1112565;R-MMU-1112510;R-MMU-5696482;R-MMU-1112514;R-MMU-1112690,0.08447402374383957
976,R-MMU-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,2,26,0.0024105321713332,0.8232390754691417,0.9874282648238504,2,3,0.000366121552355382,10090,Mus musculus,IRAK1;MAP2K7,,R-MMU-168162;R-MMU-450337,0.08447402374383957
977,R-MMU-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,3,37,0.0034303727053587,0.825818055478457,0.9874282648238504,3,7,0.000854283622162558,10090,Mus musculus,GNB2;ITPR1;GNB3,,R-MMU-381644;R-MMU-9728664;R-MMU-381612,0.08311562605208898
978,R-HSA-3928662,EPHB-mediated forward signaling,3,52,0.0034341566503764,0.8263775676386125,0.9582515491555914,9,26,0.0018662072925638,9606,Homo sapiens,ROCK2;ITSN1;KALRN,,R-HSA-3928601;R-HSA-3928617;R-HSA-3928600;R-HSA-3928632;R-HSA-3928595;R-HSA-3928577;R-HSA-3928576;R-HSA-3928644;R-HSA-3928612,0.08282148043203964
979,R-CFA-209543,p75NTR recruits signalling complexes,1,13,0.0013375861714168,0.8265858012551888,0.9928297628453584,6,7,0.0009447968686732351,9615,Canis familiaris,IRAK1,,R-CFA-193641;R-CFA-193695;R-CFA-193684;R-CFA-193665;R-CFA-209566;R-CFA-193694,0.0827120591190135
980,R-CFA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",1,13,0.0013375861714168,0.8265858012551888,0.9928297628453584,1,2,0.00026994196247806724,9615,Canis familiaris,MAT1A,,R-CFA-2408551,0.0827120591190135
981,R-CFA-2142688,Synthesis of 5-eicosatetraenoic acids,1,13,0.0013375861714168,0.8265858012551888,0.9928297628453584,1,2,0.00026994196247806724,9615,Canis familiaris,PON3,,R-CFA-8932633,0.0827120591190135
982,R-CFA-418457,cGMP effects,1,13,0.0013375861714168,0.8265858012551888,0.9928297628453584,1,2,0.00026994196247806724,9615,Canis familiaris,ITPR1,,R-CFA-418442,0.0827120591190135
983,R-CFA-77352,Beta oxidation of butanoyl-CoA to acetyl-CoA,1,13,0.0013375861714168,0.8265858012551888,0.9928297628453584,1,3,0.0004049129437171008,9615,Canis familiaris,ECHS1,,R-CFA-77314,0.0827120591190135
984,R-CFA-159854,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",1,13,0.0013375861714168,0.8265858012551888,0.9928297628453584,5,17,0.0022945066810635,9615,Canis familiaris,GGCX,,R-CFA-159803;R-CFA-159795;R-CFA-159819;R-CFA-159752;R-CFA-159826,0.0827120591190135
985,R-CFA-376172,DSCAM interactions,1,13,0.0013375861714168,0.8265858012551888,0.9928297628453584,1,4,0.0005398839249561345,9615,Canis familiaris,MAPK13,,R-CFA-451366,0.0827120591190135
986,R-CFA-193692,Regulated proteolysis of p75NTR,1,13,0.0013375861714168,0.8265858012551888,0.9928297628453584,1,5,0.0006748549061951681,9615,Canis familiaris,NCSTN,,R-CFA-193682,0.0827120591190135
987,R-BTA-111447,Activation of BAD and translocation to mitochondria ,1,14,0.0013411246287958,0.8273882431273345,0.9917786650805974,2,4,0.0005046045162104201,9913,Bos taurus,YWHAE,,R-BTA-139906;R-BTA-139899,0.08229065455629059
988,R-BTA-2142688,Synthesis of 5-eicosatetraenoic acids,1,14,0.0013411246287958,0.8273882431273345,0.9917786650805974,1,2,0.00025230225810521004,9913,Bos taurus,PON3,,R-BTA-8932633,0.08229065455629059
989,R-BTA-77352,Beta oxidation of butanoyl-CoA to acetyl-CoA,1,14,0.0013411246287958,0.8273882431273345,0.9917786650805974,1,3,0.0003784533871578151,9913,Bos taurus,ECHS1,,R-BTA-77314,0.08229065455629059
990,R-BTA-70688,Proline catabolism,1,14,0.0013411246287958,0.8273882431273345,0.9917786650805974,1,3,0.0003784533871578151,9913,Bos taurus,ALDH4A1,,R-BTA-70679,0.08229065455629059
991,R-BTA-425381,Bicarbonate transporters,1,14,0.0013411246287958,0.8273882431273345,0.9917786650805974,1,4,0.0005046045162104201,9913,Bos taurus,SLC4A5,,R-BTA-425483,0.08229065455629059
992,R-BTA-8849932,Synaptic adhesion-like molecules,1,14,0.0013411246287958,0.8273882431273345,0.9917786650805974,1,5,0.0006307556452630251,9913,Bos taurus,PTPRF,,R-BTA-8855648,0.08229065455629059
993,R-BTA-6799990,Metal sequestration by antimicrobial proteins,1,14,0.0013411246287958,0.8273882431273345,0.9917786650805974,1,5,0.0006307556452630251,9913,Bos taurus,LCN2,,R-BTA-5229273,0.08229065455629059
994,R-HSA-182971,EGFR downregulation,2,37,0.0024435345396909,0.8289652764735187,0.9582515491555914,19,22,0.0015790984783232,9606,Homo sapiens,PTPRK;EGFR,,R-HSA-8867047;R-HSA-183072;R-HSA-8867044;R-HSA-8867041;R-HSA-182986;R-HSA-183051;R-HSA-8951490;R-HSA-182990;R-HSA-183055;R-HSA-183084;R-HSA-183058;R-HSA-182994;R-HSA-183089;R-HSA-182993;R-HSA-183002;R-HSA-183067;R-HSA-8864029;R-HSA-182969;R-HSA-183036,0.08146366070639417
995,R-RNO-8847993,ERBB2 Activates PTK6 Signaling,1,14,0.0013501784164336,0.8294245850670041,0.9907144498866054,2,2,0.000253196607165464,10116,Rattus norvegicus,EGFR,,R-RNO-8848005;R-RNO-8847995,0.08122309580984258
996,R-RNO-8983432,Interleukin-15 signaling,1,14,0.0013501784164336,0.8294245850670041,0.9907144498866054,6,9,0.0011393847322445,10116,Rattus norvegicus,JAK1,,R-RNO-8983378;R-RNO-8983335;R-RNO-8983384;R-RNO-8983371;R-RNO-8983300;R-RNO-8983374,0.08122309580984258
997,R-RNO-432047,Passive transport by Aquaporins,1,14,0.0013501784164336,0.8294245850670041,0.9907144498866054,4,6,0.0007595898214963919,10116,Rattus norvegicus,AQP7,,R-RNO-507871;R-RNO-507870;R-RNO-507869;R-RNO-507868,0.08122309580984258
998,R-RNO-2142688,Synthesis of 5-eicosatetraenoic acids,1,14,0.0013501784164336,0.8294245850670041,0.9907144498866054,1,2,0.000253196607165464,10116,Rattus norvegicus,PON3,,R-RNO-8932633,0.08122309580984258
999,R-RNO-1963640,GRB2 events in ERBB2 signaling,1,14,0.0013501784164336,0.8294245850670041,0.9907144498866054,1,2,0.000253196607165464,10116,Rattus norvegicus,KRAS,,R-RNO-1306972,0.08122309580984258
1000,R-RNO-70688,Proline catabolism,1,14,0.0013501784164336,0.8294245850670041,0.9907144498866054,1,3,0.000379794910748196,10116,Rattus norvegicus,ALDH4A1,,R-RNO-70679,0.08122309580984258
1001,R-RNO-416700,Other semaphorin interactions,1,14,0.0013501784164336,0.8294245850670041,0.9907144498866054,2,7,0.0008861881250791239,10116,Rattus norvegicus,PLXND1,,R-RNO-416683;R-RNO-416690,0.08122309580984258
1002,R-RNO-425381,Bicarbonate transporters,1,14,0.0013501784164336,0.8294245850670041,0.9907144498866054,1,4,0.000506393214330928,10116,Rattus norvegicus,SLC4A5,,R-RNO-425483,0.08122309580984258
1003,R-DRE-5654699,SHC-mediated cascade:FGFR2,2,25,0.0024495394865765,0.8299890333352758,0.9976233031343844,3,3,0.00040838551592703513,7955,Danio rerio,KRAS;FGFR2,,R-DRE-5654407;R-DRE-5654404;R-DRE-5654402,0.08092764592927512
1004,R-GGA-1236394,Signaling by ERBB4,4,39,0.0044449509915659,0.8324567254681785,0.9974743987201626,4,25,0.0036802590902399,9031,Gallus gallus,NCSTN;KRAS;ESR1;EGFR,,R-GGA-1254386;R-GGA-1250383;R-GGA-1977959;R-GGA-1251997,0.07963833365210558
1005,R-GGA-6788467,IL-6-type cytokine receptor ligand interactions,1,12,0.0013676772281741,0.8332925631730106,0.9974743987201626,5,9,0.0013248932724863,9031,Gallus gallus,JAK1,,R-GGA-6783530;R-GGA-6784189;R-GGA-449976;R-GGA-6784204;R-GGA-6783556,0.07920249407418571
1006,R-GGA-418457,cGMP effects,1,12,0.0013676772281741,0.8332925631730106,0.9974743987201626,1,2,0.00029442072721919626,9031,Gallus gallus,ITPR1,,R-GGA-418442,0.07920249407418571
1007,R-GGA-70688,Proline catabolism,1,12,0.0013676772281741,0.8332925631730106,0.9974743987201626,1,2,0.00029442072721919626,9031,Gallus gallus,ALDH4A1,,R-GGA-70679,0.07920249407418571
1008,R-GGA-418359,Reduction of cytosolic Ca++ levels,1,12,0.0013676772281741,0.8332925631730106,0.9974743987201626,1,3,0.0004416310908287944,9031,Gallus gallus,SLC8A3,,R-GGA-425661,0.07920249407418571
